wife_age,wife_edu,husband_edu,num_children,wife_religion,wife_working,husband_occupation,living_index,media_exposure,class
35,2,4,4,0,1,3,2,0,normal
37,4,4,3,1,1,3,4,0,normal
35,4,4,5,1,1,2,4,0,normal
23,4,4,1,1,1,3,3,0,normal
38,2,2,8,1,1,2,2,0,normal
41,4,4,4,0,0,2,4,0,normal
35,1,2,9,1,0,3,1,0,normal
29,4,4,3,1,1,3,2,0,normal
26,3,3,2,1,1,1,3,0,normal
22,3,3,2,1,1,3,3,0,normal
30,2,3,5,1,1,3,1,1,normal
36,4,4,3,1,1,3,3,0,normal
26,3,4,3,1,1,1,4,0,normal
32,4,4,2,1,0,3,4,0,normal
39,4,4,3,0,1,2,4,0,normal
29,3,4,3,1,1,1,3,0,normal
40,4,4,5,1,1,1,3,0,normal
43,3,3,6,1,0,3,2,0,normal
44,3,4,6,1,1,3,2,0,normal
24,4,4,2,1,1,2,4,0,normal
42,4,4,3,1,0,1,4,0,normal
33,3,4,2,1,1,1,4,0,normal
24,4,4,1,0,1,2,3,0,normal
28,3,4,2,0,1,2,3,0,normal
32,2,1,5,1,0,2,2,0,normal
26,2,2,4,1,1,3,4,0,normal
27,4,4,1,1,1,1,4,0,normal
41,3,4,3,0,1,2,4,0,normal
28,3,4,2,0,1,3,3,0,normal
23,4,4,1,1,0,3,4,0,normal
31,2,2,4,1,1,4,3,1,normal
33,4,4,3,0,1,2,4,0,normal
35,4,4,5,1,1,1,4,0,normal
39,3,4,5,1,1,3,4,0,normal
27,4,4,2,1,1,1,3,0,normal
48,4,4,3,0,1,1,4,0,normal
25,3,1,2,1,0,3,4,0,normal
38,4,4,4,1,1,2,4,0,normal
48,4,4,7,1,0,1,4,0,normal
34,4,4,4,1,0,3,3,0,normal
36,3,3,4,1,1,1,3,0,normal
34,4,4,3,1,0,3,4,0,normal
42,4,4,4,0,0,2,4,0,normal
45,3,3,5,0,1,1,3,0,normal
37,4,4,4,0,1,2,4,0,normal
38,4,4,3,0,0,2,4,0,normal
42,3,3,4,0,1,3,4,0,normal
42,2,4,5,0,1,2,3,0,normal
41,4,4,6,1,1,1,4,0,normal
43,4,4,5,0,1,1,4,0,normal
34,4,4,2,0,0,3,2,0,normal
44,2,3,1,0,1,2,4,0,normal
41,4,4,4,0,1,1,4,0,normal
36,4,4,3,1,1,1,4,0,normal
34,1,2,5,1,1,3,4,0,normal
32,3,2,5,1,1,3,3,0,normal
34,3,3,6,1,1,1,4,0,normal
24,4,4,2,1,0,3,3,0,normal
21,3,3,1,0,1,3,2,0,normal
38,4,3,9,1,1,3,3,0,normal
39,4,4,3,1,0,1,4,0,normal
35,2,2,6,1,0,2,2,1,normal
30,2,3,7,1,1,3,3,0,normal
17,3,4,1,1,1,3,3,0,normal
32,2,4,3,1,1,3,4,0,normal
43,4,4,5,0,1,1,4,0,normal
31,2,2,4,1,1,3,3,0,normal
24,1,2,3,1,1,3,2,0,normal
26,2,4,3,1,1,1,3,0,normal
35,3,4,4,1,0,1,4,0,normal
46,3,4,4,1,0,3,4,0,normal
29,2,3,3,1,1,3,3,0,normal
21,3,4,1,1,0,3,4,0,normal
31,4,4,5,1,0,1,4,0,normal
24,4,4,2,1,1,3,3,0,normal
24,2,4,3,1,1,3,3,0,normal
36,4,4,4,1,1,1,3,0,normal
37,2,3,9,1,1,3,3,0,normal
37,3,3,6,1,1,3,3,0,normal
37,3,3,11,1,1,1,2,0,normal
44,4,4,4,0,1,2,3,0,normal
35,2,3,6,1,1,2,3,0,normal
25,4,4,3,1,1,3,3,0,normal
21,4,4,2,1,1,2,3,0,normal
24,1,2,3,1,1,3,2,0,normal
16,2,3,1,1,1,3,1,0,normal
21,3,2,1,1,1,3,1,1,normal
25,2,4,2,1,1,2,4,0,normal
26,4,4,1,1,0,2,4,0,normal
43,4,4,2,1,1,1,4,0,normal
24,4,4,1,1,1,1,4,0,normal
30,3,4,3,0,1,3,3,0,normal
30,2,3,3,1,1,3,3,0,normal
26,4,4,2,1,1,3,3,0,normal
29,2,4,4,1,1,3,2,0,normal
24,3,4,4,1,1,3,1,0,normal
29,3,3,2,1,1,3,2,0,normal
29,1,2,1,1,1,3,3,0,normal
22,4,4,1,1,1,2,4,0,normal
30,3,3,4,1,0,3,2,0,normal
24,4,4,1,1,1,2,3,0,normal
25,4,4,2,1,1,1,2,0,normal
44,4,4,5,1,0,1,4,0,normal
28,2,3,3,1,1,2,4,0,normal
22,3,3,1,1,1,3,2,0,normal
30,2,2,6,1,0,2,3,0,normal
25,3,4,3,1,1,2,4,0,normal
25,4,4,2,1,1,3,3,0,normal
33,4,4,2,1,0,1,4,0,normal
33,3,3,4,1,0,2,3,0,normal
26,3,3,2,1,0,2,2,0,normal
29,3,4,5,1,1,3,3,0,normal
32,3,3,4,1,1,2,1,0,normal
30,4,4,1,1,0,3,2,0,normal
37,4,4,1,0,1,1,4,0,normal
31,1,2,4,1,1,3,3,0,normal
36,1,2,4,1,1,3,1,1,normal
36,2,2,7,1,0,2,2,1,normal
26,3,4,2,1,0,2,4,0,normal
36,4,4,3,1,1,1,4,0,normal
28,4,4,1,1,1,2,4,0,normal
33,4,4,5,1,1,3,3,0,normal
25,3,4,2,1,0,2,4,0,normal
31,4,4,2,0,1,1,4,0,normal
38,4,4,4,1,0,1,4,0,normal
35,1,2,5,1,1,3,3,0,normal
33,4,4,3,0,0,2,4,0,normal
30,2,2,2,1,1,3,2,0,normal
20,3,3,2,1,1,2,2,1,normal
18,3,3,1,1,1,2,2,0,normal
30,3,2,3,1,1,3,3,0,normal
35,2,3,6,1,0,3,2,0,normal
22,3,3,2,1,1,3,1,0,normal
28,2,4,7,1,1,3,3,0,normal
21,3,3,1,1,1,3,1,0,normal
27,3,4,4,1,1,3,4,0,normal
30,3,4,3,1,1,3,3,0,normal
25,3,4,2,1,1,3,3,0,normal
26,4,4,3,1,1,3,2,0,normal
37,2,4,5,1,1,1,4,0,normal
47,1,3,9,1,0,3,3,0,normal
36,1,1,5,1,1,3,3,0,normal
36,2,3,6,1,1,2,4,0,normal
36,4,4,3,1,1,2,4,0,normal
28,4,4,4,1,1,3,4,0,normal
21,4,4,2,1,1,3,3,0,normal
25,4,4,2,1,1,2,3,0,normal
30,3,4,3,1,1,3,4,0,normal
22,3,3,3,1,1,3,3,0,normal
23,4,3,2,1,0,2,3,0,normal
36,3,4,9,1,1,3,4,0,normal
28,4,3,2,1,1,3,2,0,normal
46,2,2,5,1,1,2,4,0,normal
47,4,4,5,1,1,3,2,0,normal
41,1,4,5,1,0,2,4,0,normal
44,4,4,5,1,1,3,4,0,normal
34,2,3,3,0,1,3,2,1,normal
37,2,3,6,1,1,3,4,0,normal
34,4,4,2,0,1,1,4,0,normal
22,2,4,2,1,1,3,2,0,normal
33,2,3,4,1,1,2,3,0,normal
21,3,4,3,1,1,3,1,0,normal
31,4,4,4,1,0,3,4,0,normal
41,4,3,5,1,0,3,4,0,normal
30,4,3,4,1,1,3,3,0,normal
32,2,4,5,1,1,3,4,0,normal
27,4,4,2,0,0,2,4,0,normal
26,4,4,1,0,0,2,4,0,normal
42,4,4,5,0,1,2,4,0,normal
24,4,4,1,1,1,1,3,0,normal
37,4,4,6,1,1,1,4,0,normal
30,2,3,5,1,0,3,4,0,normal
27,4,4,1,1,1,1,4,0,normal
34,2,4,6,1,1,3,3,0,normal
32,3,4,5,0,1,1,4,0,normal
28,4,4,1,0,0,2,4,0,normal
29,3,3,1,0,0,2,4,0,normal
42,4,4,3,0,1,2,4,0,normal
21,2,2,0,0,1,4,4,0,normal
22,4,4,2,1,1,3,4,0,normal
36,4,4,3,0,1,3,4,0,normal
45,2,3,3,0,0,2,4,0,normal
34,4,4,2,0,0,2,4,0,normal
35,2,3,5,1,1,3,3,0,normal
19,4,4,1,1,1,2,3,0,normal
27,4,4,4,1,1,3,3,0,normal
37,2,4,4,1,0,2,3,0,normal
26,3,2,4,1,1,3,4,0,normal
28,1,3,5,1,1,3,4,0,normal
31,3,4,5,1,1,1,4,0,normal
32,2,2,6,1,1,2,3,0,normal
40,2,2,4,0,0,2,4,0,normal
27,3,3,5,1,1,2,4,0,normal
27,2,2,3,1,1,2,2,1,normal
37,4,4,5,0,0,2,4,0,normal
22,4,3,1,1,1,2,2,0,normal
27,4,4,4,1,1,1,2,1,normal
21,4,4,1,0,1,2,4,0,normal
30,1,3,2,1,1,3,4,0,normal
23,2,2,1,1,1,2,4,0,normal
25,2,4,3,1,1,1,3,0,normal
42,2,4,6,1,1,2,4,0,normal
29,4,4,3,1,1,1,4,0,normal
33,4,4,2,1,0,2,4,0,normal
33,4,4,3,1,1,1,4,0,normal
39,3,3,8,1,0,1,4,0,normal
33,3,3,4,1,0,2,2,0,normal
17,3,3,1,1,1,2,4,0,normal
