cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
e,f,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,normal
e,f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,normal
e,f,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,normal
e,x,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,normal
e,x,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,normal
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,normal
p,x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,normal
e,f,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,normal
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,normal
p,x,s,g,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,normal
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,normal
p,x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,normal
e,f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,normal
e,f,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,normal
e,f,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,normal
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,normal
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,normal
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,normal
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,normal
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,normal
e,f,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,normal
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,normal
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,normal
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,normal
p,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,normal
e,f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,normal
e,x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,normal
e,f,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,normal
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,normal
p,x,f,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,normal
e,x,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,normal
e,f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,normal
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,normal
e,f,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,normal
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,normal
e,f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,normal
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,normal
e,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,normal
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,normal
p,x,s,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,normal
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,normal
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,normal
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,normal
p,x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,normal
e,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,normal
e,x,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,normal
e,f,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,normal
e,f,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,normal
e,x,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,normal
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,normal
p,x,f,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,normal
e,x,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,normal
p,x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,normal
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,normal
e,f,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,normal
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,normal
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,normal
e,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,normal
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,normal
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,normal
p,x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,normal
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,normal
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,normal
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,normal
e,x,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,normal
e,x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,normal
p,x,s,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,normal
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,normal
e,f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,normal
p,x,s,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,normal
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,normal
e,f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,normal
e,f,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,normal
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,normal
e,f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,normal
p,x,s,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,normal
e,f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,normal
e,f,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,normal
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,normal
p,x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,normal
p,x,f,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,normal
e,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,normal
p,x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,normal
e,f,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,normal
p,x,s,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,normal
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,normal
p,x,s,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,normal
e,x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,normal
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,normal
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,normal
p,x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,s,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,normal
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,normal
e,f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,normal
p,x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,normal
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,normal
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,normal
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,normal
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,normal
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,normal
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,normal
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,normal
e,f,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,normal
e,f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,normal
e,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,normal
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,normal
p,x,s,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,normal
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,normal
e,f,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,normal
e,f,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,normal
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,normal
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,normal
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,normal
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,normal
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,normal
e,f,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,normal
p,x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,normal
p,x,f,g,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,normal
e,x,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,normal
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,normal
p,x,s,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,normal
e,f,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,normal
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,normal
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,normal
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,normal
p,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,normal
p,x,s,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,normal
p,x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,normal
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,normal
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,normal
e,f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,normal
e,f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,normal
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,normal
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,normal
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,normal
e,f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,normal
e,f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,normal
e,x,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,normal
e,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,normal
e,f,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,normal
e,x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,normal
e,f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,normal
e,x,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,normal
e,f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,normal
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,normal
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,normal
e,f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,normal
e,f,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,normal
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,normal
e,x,y,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,normal
e,f,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,normal
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,normal
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,normal
p,x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,normal
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,normal
p,x,s,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,normal
p,x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,normal
e,f,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,normal
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,normal
p,x,s,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,normal
e,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,normal
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,normal
p,x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,normal
e,f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,normal
p,x,s,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,normal
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,normal
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,normal
e,f,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,normal
e,f,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,normal
e,f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,normal
p,x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,normal
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,normal
e,f,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,normal
e,f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,normal
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,normal
e,x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,normal
e,x,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,normal
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,normal
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,normal
p,x,f,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,normal
e,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,normal
p,x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,normal
e,f,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,normal
p,x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,normal
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,normal
p,x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,normal
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,normal
e,f,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,normal
e,f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,normal
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,normal
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,normal
e,f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,normal
