Sequence Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,class
PPCK_YEAST,0.45,0.47,0.53,0.15,0.5,0.0,0.52,0.27,normal
PPR1_YEAST,0.42,0.28,0.51,0.23,0.5,0.0,0.53,0.27,normal
PPX1_YEAST,0.51,0.48,0.46,0.29,0.5,0.0,0.54,0.22,normal
PRCG_YEAST,0.55,0.63,0.54,0.16,0.5,0.0,0.45,0.27,normal
PRCE_YEAST,0.46,0.62,0.54,0.25,0.5,0.0,0.46,0.22,normal
PRCD_YEAST,0.53,0.59,0.48,0.14,0.5,0.0,0.51,0.22,normal
PRCH_YEAST,0.42,0.53,0.57,0.17,0.5,0.0,0.49,0.22,normal
PRC2_YEAST,0.52,0.46,0.56,0.2,0.5,0.0,0.5,0.22,normal
PRC6_YEAST,0.53,0.43,0.57,0.24,0.5,0.0,0.39,0.28,normal
PRI1_YEAST,0.33,0.35,0.56,0.19,0.5,0.0,0.5,0.22,normal
PRI2_YEAST,0.45,0.48,0.56,0.56,0.5,0.0,0.47,0.22,normal
PROB_YEAST,0.56,0.48,0.5,0.17,0.5,0.0,0.51,0.26,normal
PROC_YEAST,0.77,0.57,0.45,0.17,0.5,0.0,0.53,0.22,normal
PR16_YEAST,0.56,0.59,0.54,0.18,0.5,0.0,0.48,0.46,normal
PR18_YEAST,0.33,0.39,0.52,0.09,0.5,0.0,0.47,0.28,normal
PR19_YEAST,0.48,0.41,0.54,0.39,0.5,0.0,0.51,0.22,normal
PR02_YEAST,0.3,0.3,0.46,0.32,0.5,0.0,0.45,0.22,normal
PR21_YEAST,0.38,0.26,0.6,0.1,0.5,0.0,0.48,0.44,normal
PR22_YEAST,0.68,0.39,0.5,0.15,0.5,0.0,0.48,0.37,normal
PR28_YEAST,0.62,0.41,0.52,0.17,0.5,0.0,0.48,0.22,normal
PR38_YEAST,0.52,0.37,0.48,0.13,0.5,0.0,0.55,0.22,normal
PR39_YEAST,0.32,0.48,0.49,0.17,0.5,0.0,0.47,0.22,normal
PR04_YEAST,0.34,0.35,0.58,0.2,0.5,0.0,0.46,0.32,normal
PR05_YEAST,0.33,0.21,0.53,0.15,1.0,0.0,0.52,0.5,normal
PR06_YEAST,0.49,0.45,0.57,0.24,0.5,0.0,0.47,0.38,normal
PR08_YEAST,0.4,0.28,0.48,0.06,0.5,0.0,0.49,0.42,normal
PR09_YEAST,0.51,0.39,0.56,0.25,0.5,0.0,0.51,0.33,normal
PRC8_YEAST,0.45,0.45,0.52,0.17,0.5,0.0,0.54,0.22,normal
PRC5_YEAST,0.28,0.51,0.55,0.19,0.5,0.0,0.57,0.22,normal
PRC3_YEAST,0.51,0.51,0.56,0.28,0.5,0.0,0.54,0.27,normal
PRC9_YEAST,0.48,0.56,0.49,0.32,0.5,0.0,0.5,0.22,normal
PRT1_YEAST,0.59,0.46,0.48,0.46,0.5,0.0,0.49,0.22,normal
DPSD_YEAST,0.51,0.46,0.4,0.65,0.5,0.0,0.49,0.22,normal
SNM1_YEAST,0.37,0.44,0.51,0.56,0.5,0.0,0.5,0.38,normal
PTP1_YEAST,0.53,0.45,0.53,0.18,0.5,0.0,0.42,0.22,normal
PTP2_YEAST,0.45,0.27,0.5,0.33,0.5,0.0,0.53,0.26,normal
PUB1_YEAST,0.48,0.5,0.56,0.11,0.5,0.0,0.33,0.22,normal
PRCF_YEAST,0.35,0.47,0.53,0.19,0.5,0.0,0.48,0.22,normal
PRCZ_YEAST,0.48,0.48,0.56,0.18,0.5,0.0,0.58,0.22,normal
PUT1_YEAST,0.6,0.59,0.47,0.47,0.5,0.0,0.53,0.22,normal
PUT2_YEAST,0.45,0.53,0.51,0.42,0.5,0.0,0.52,0.22,normal
PUT3_YEAST,0.29,0.4,0.41,0.48,0.5,0.0,0.53,0.3,normal
PYC1_YEAST,0.46,0.43,0.5,0.24,0.5,0.0,0.48,0.31,normal
PYC2_YEAST,0.43,0.46,0.5,0.21,0.5,0.0,0.49,0.34,normal
KPYK_YEAST,0.61,0.55,0.51,0.26,0.5,0.0,0.52,0.22,normal
UCRX_YEAST,0.5,0.62,0.52,0.3,0.5,0.0,0.56,0.22,normal
UCR2_YEAST,0.49,0.45,0.54,0.4,0.5,0.0,0.55,0.22,normal
UCR6_YEAST,0.64,0.53,0.59,0.14,0.5,0.0,0.53,0.22,normal
UCRQ_YEAST,0.57,0.6,0.54,0.17,0.5,0.0,0.52,0.22,normal
UCR8_YEAST,0.38,0.31,0.59,0.19,0.5,0.0,0.46,0.22,normal
UCR9_YEAST,0.68,0.53,0.44,0.31,0.5,0.0,0.51,0.22,normal
RAD1_YEAST,0.24,0.41,0.47,0.16,0.5,0.0,0.51,0.38,normal
RA10_YEAST,0.61,0.39,0.53,0.14,0.5,0.0,0.43,0.26,normal
RA14_YEAST,0.39,0.16,0.59,0.08,0.5,0.0,0.51,0.27,normal
RA16_YEAST,0.33,0.28,0.5,0.4,0.5,0.0,0.46,0.61,normal
RA18_YEAST,0.51,0.55,0.56,0.18,0.5,0.0,0.5,0.38,normal
RAD2_YEAST,0.39,0.44,0.54,0.24,0.5,0.0,0.51,0.49,normal
RA23_YEAST,0.43,0.48,0.53,0.18,0.5,0.0,0.46,0.22,normal
RA26_YEAST,0.47,0.43,0.48,0.16,0.5,0.0,0.46,0.27,normal
RAD3_YEAST,0.52,0.5,0.51,0.2,0.5,0.0,0.51,0.22,normal
RAD4_YEAST,0.33,0.28,0.52,0.15,0.5,0.0,0.51,0.86,normal
RAD5_YEAST,0.36,0.48,0.5,0.13,0.5,0.0,0.49,0.6,normal
RA50_YEAST,0.45,0.54,0.49,0.29,0.5,0.0,0.49,0.25,normal
RA51_YEAST,0.55,0.59,0.53,0.15,0.5,0.0,0.49,0.22,normal
RA52_YEAST,0.31,0.39,0.55,0.28,0.5,0.0,0.46,0.31,normal
RA54_YEAST,0.43,0.41,0.51,0.34,0.5,0.0,0.49,0.28,normal
RA55_YEAST,0.64,0.5,0.53,0.1,0.5,0.0,0.51,0.22,normal
RA57_YEAST,0.41,0.52,0.56,0.26,0.5,0.0,0.48,0.32,normal
UBC2_YEAST,0.48,0.47,0.59,0.41,0.5,0.0,0.56,0.27,normal
RAD7_YEAST,0.49,0.49,0.51,0.29,0.5,0.0,0.52,0.71,normal
RAD9_YEAST,0.41,0.52,0.51,0.22,0.5,0.0,0.52,0.44,normal
SRS2_YEAST,0.51,0.61,0.5,0.23,0.5,0.0,0.52,0.61,normal
RAM1_YEAST,0.59,0.47,0.51,0.53,0.5,0.0,0.53,0.26,normal
RAM2_YEAST,0.4,0.6,0.5,0.16,0.5,0.0,0.51,0.22,normal
RAP1_YEAST,0.54,0.53,0.53,0.17,0.5,0.0,0.51,0.39,normal
RAS1_YEAST,0.61,0.46,0.54,0.11,0.5,0.0,0.47,0.22,normal
RAS2_YEAST,0.66,0.55,0.54,0.18,0.5,0.0,0.43,0.22,normal
RAT1_YEAST,0.53,0.46,0.54,0.37,0.5,0.0,0.51,0.3,normal
RCA1_YEAST,0.41,0.41,0.43,0.61,0.5,0.0,0.53,0.22,normal
REB1_YEAST,0.58,0.31,0.6,0.12,0.5,0.0,0.47,0.33,normal
R102_YEAST,0.49,0.67,0.5,0.28,0.5,0.0,0.43,0.22,normal
R104_YEAST,0.44,0.33,0.55,0.16,0.5,0.0,0.49,0.22,normal
R114_YEAST,0.44,0.45,0.53,0.19,0.5,0.0,0.41,0.28,normal
RED1_YEAST,0.57,0.55,0.52,0.16,0.5,0.0,0.49,0.39,normal
DPOX_YEAST,0.32,0.49,0.53,0.28,0.5,0.0,0.5,0.5,normal
RFA1_YEAST,0.35,0.42,0.56,0.28,0.5,0.0,0.47,0.22,normal
RFA2_YEAST,0.46,0.41,0.58,0.1,0.5,0.0,0.48,0.22,normal
RFA3_YEAST,0.57,0.51,0.58,0.22,0.5,0.0,0.51,0.22,normal
RFC2_YEAST,0.47,0.47,0.54,0.19,0.5,0.0,0.51,0.33,normal
RFC3_YEAST,0.34,0.58,0.5,0.26,0.5,0.0,0.51,0.22,normal
RFC4_YEAST,0.55,0.45,0.58,0.25,0.5,0.0,0.49,0.22,normal
RFT1_YEAST,0.4,0.66,0.34,0.21,0.5,0.0,0.52,0.26,normal
RGM1_YEAST,0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,normal
RHO1_YEAST,0.6,0.48,0.46,0.32,0.5,0.0,0.4,0.33,normal
RHO2_YEAST,0.64,0.44,0.51,0.35,0.5,0.0,0.53,0.22,normal
RIF1_YEAST,0.35,0.4,0.44,0.25,0.5,0.0,0.53,0.57,normal
RIM1_YEAST,0.55,0.38,0.64,0.42,0.5,0.0,0.47,0.22,normal
RIM2_YEAST,0.45,0.43,0.5,0.25,0.5,0.0,0.47,0.22,normal
UCRI_YEAST,0.47,0.53,0.48,0.51,0.5,0.0,0.54,0.22,normal
RME1_YEAST,0.45,0.49,0.57,0.25,0.5,0.0,0.48,0.22,normal
RNA1_YEAST,0.45,0.52,0.5,0.12,0.5,0.0,0.6,0.22,normal
RN12_YEAST,0.56,0.51,0.32,0.49,0.5,0.0,0.48,0.22,normal
RN14_YEAST,0.37,0.58,0.5,0.22,0.5,0.0,0.47,0.22,normal
RN15_YEAST,0.47,0.45,0.51,0.33,0.5,0.0,0.46,0.26,normal
ROX1_YEAST,0.5,0.36,0.64,0.37,0.5,0.0,0.37,0.33,normal
ROX3_YEAST,0.43,0.44,0.64,0.19,0.5,0.0,0.38,0.33,normal
RS3A_YEAST,0.38,0.4,0.59,0.25,0.5,0.0,0.44,0.22,normal
RS3B_YEAST,0.39,0.39,0.59,0.25,0.5,0.0,0.45,0.22,normal
R13A_YEAST,0.54,0.55,0.56,0.14,0.5,0.0,0.5,0.25,normal
RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,normal
RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,normal
RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,normal
RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,normal
R17A_YEAST,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,normal
R17B_YEAST,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,normal
R61A_YEAST,0.51,0.39,0.58,0.19,0.5,0.0,0.47,0.22,normal
RPA9_YEAST,0.72,0.51,0.52,0.08,0.5,0.0,0.54,0.22,normal
RPA2_YEAST,0.35,0.41,0.53,0.27,0.5,0.0,0.47,0.29,normal
RPA1_YEAST,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,normal
RPA3_YEAST,0.57,0.37,0.43,0.27,0.5,0.0,0.53,0.28,normal
RPBX_YEAST,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,normal
RPBY_YEAST,0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22,normal
RPB2_YEAST,0.34,0.48,0.47,0.19,0.5,0.0,0.5,0.3,normal
RPB3_YEAST,0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22,normal
RPB4_YEAST,0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51,normal
RPB5_YEAST,0.4,0.3,0.57,0.13,0.5,0.0,0.46,0.22,normal
RPB6_YEAST,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22,normal
RPB7_YEAST,0.52,0.46,0.56,0.25,0.5,0.0,0.52,0.22,normal
RPB8_YEAST,0.44,0.5,0.55,0.24,0.5,0.0,0.48,0.22,normal
RPB9_YEAST,0.34,0.47,0.48,0.32,0.5,0.0,0.42,0.22,normal
RPCX_YEAST,0.5,0.56,0.63,0.25,0.5,0.0,0.42,0.22,normal
RPC2_YEAST,0.46,0.53,0.47,0.37,0.5,0.0,0.51,0.36,normal
RPC9_YEAST,0.31,0.6,0.65,0.18,0.5,0.0,0.46,0.22,normal
RPC8_YEAST,0.57,0.42,0.63,0.22,0.5,0.0,0.68,0.32,normal
RPC6_YEAST,0.37,0.45,0.53,0.14,0.5,0.0,0.49,0.22,normal
RPC5_YEAST,0.38,0.38,0.54,0.24,0.5,0.0,0.54,0.22,normal
RPC4_YEAST,0.36,0.49,0.55,0.21,0.5,0.0,0.55,0.33,normal
RPC3_YEAST,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34,normal
RPD3_YEAST,0.37,0.3,0.51,0.15,0.5,0.0,0.58,0.26,normal
RL1_YEAST,0.35,0.33,0.48,0.42,0.5,0.0,0.47,0.43,normal
RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,normal
RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,normal
R14A_YEAST,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,normal
R14B_YEAST,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,normal
RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,normal
RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,normal
RL16_YEAST,0.61,0.53,0.59,0.17,0.5,0.0,0.44,0.28,normal
RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,normal
RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,normal
R16A_YEAST,0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11,normal
R16B_YEAST,0.36,0.56,0.52,0.18,0.5,0.0,0.45,0.16,normal
RL17_YEAST,0.37,0.44,0.64,0.48,0.5,0.0,0.36,0.27,normal
RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,normal
RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,normal
RL25_YEAST,0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11,normal
RL27_YEAST,0.58,0.45,0.55,0.27,0.5,0.0,0.48,0.11,normal
RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,normal
RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,normal
RL3A_YEAST,0.43,0.33,0.67,0.12,0.5,0.0,0.45,0.23,normal
RL3B_YEAST,0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23,normal
RL3E_YEAST,0.58,0.44,0.5,0.26,0.5,0.0,0.52,0.22,normal
RL34_YEAST,0.38,0.43,0.53,0.22,0.5,0.0,0.48,0.11,normal
R37A_YEAST,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,normal
R37B_YEAST,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,normal
RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,normal
RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,normal
RL46_YEAST,0.43,0.22,0.79,0.79,0.5,0.0,0.22,0.0,normal
RL41_YEAST,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,normal
RL41_YEAST,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,normal
RL4A_YEAST,0.56,0.35,0.47,0.41,0.5,0.0,0.5,0.22,normal
RL4B_YEAST,0.56,0.35,0.47,0.35,0.5,0.0,0.52,0.22,normal
RL6_YEAST,0.54,0.44,0.55,0.48,0.5,0.0,0.47,0.22,normal
RL71_YEAST,0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41,normal
RL9_YEAST,0.48,0.46,0.58,0.16,0.5,0.0,0.45,0.22,normal
RLA0_YEAST,0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22,normal
RLA1_YEAST,0.66,0.6,0.52,0.19,0.5,0.0,0.69,0.22,normal
RLA2_YEAST,0.69,0.54,0.55,0.23,0.5,0.0,0.73,0.22,normal
RLA3_YEAST,0.73,0.6,0.47,0.2,0.5,0.0,0.72,0.22,normal
RLA4_YEAST,0.78,0.82,0.56,0.21,0.5,0.0,0.69,0.22,normal
RPM2_YEAST,0.42,0.49,0.49,0.36,0.5,0.0,0.57,0.26,normal
RPB1_YEAST,0.44,0.62,0.53,0.27,0.5,0.0,0.49,0.22,normal
RPC1_YEAST,0.56,0.61,0.52,0.19,0.5,0.0,0.52,0.32,normal
RPOM_YEAST,0.47,0.56,0.46,0.5,0.5,0.0,0.51,0.22,normal
RS6_YEAST,0.46,0.33,0.45,0.22,0.5,0.0,0.41,0.37,normal
R19A_YEAST,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,normal
R19B_YEAST,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,normal
RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,normal
RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,normal
RS15_YEAST,0.48,0.41,0.52,0.33,0.5,0.0,0.51,0.26,normal
RS22_YEAST,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,normal
RS22_YEAST,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,normal
RS21_YEAST,0.42,0.5,0.64,0.13,0.5,0.0,0.49,0.22,normal
R26A_YEAST,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,normal
R26B_YEAST,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,normal
R271_YEAST,0.39,0.65,0.57,0.19,0.5,0.0,0.44,0.25,normal
R272_YEAST,0.39,0.65,0.57,0.19,0.5,0.0,0.43,0.25,normal
RS28_YEAST,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,normal
RS28_YEAST,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,normal
RS3_YEAST,0.51,0.52,0.58,0.17,0.5,0.0,0.47,0.28,normal
RS31_YEAST,0.57,0.48,0.54,0.22,0.5,0.0,0.5,0.11,normal
RS33_YEAST,0.5,0.5,0.62,0.23,0.5,0.0,0.35,0.11,normal
RS37_YEAST,0.41,0.49,0.65,0.28,0.5,0.0,0.59,0.57,normal
RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,normal
RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,normal
RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,normal
RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,normal
RRN6_YEAST,0.6,0.57,0.52,0.14,0.5,0.0,0.46,0.48,normal
RRN7_YEAST,0.42,0.38,0.52,0.29,0.5,0.0,0.42,0.22,normal
RTG1_YEAST,0.41,0.46,0.58,0.08,0.5,0.0,0.51,0.28,normal
R161_YEAST,0.49,0.4,0.58,0.23,0.5,0.0,0.47,0.27,normal
R167_YEAST,0.37,0.37,0.51,0.38,0.5,0.0,0.44,0.22,normal
FIMB_YEAST,0.51,0.4,0.5,0.28,0.5,0.0,0.48,0.27,normal
SAC7_YEAST,0.34,0.25,0.55,0.28,0.5,0.0,0.51,0.49,normal
SAR1_YEAST,0.59,0.54,0.53,0.14,0.5,0.0,0.48,0.22,normal
SC25_YEAST,0.5,0.48,0.48,0.23,0.5,0.0,0.53,0.68,normal
SCJ1_YEAST,0.39,1.0,0.38,0.41,0.5,0.0,0.5,0.27,normal
PRCI_YEAST,0.56,0.42,0.52,0.14,0.5,0.0,0.51,0.22,normal
SCO1_YEAST,0.52,0.54,0.47,0.49,0.5,0.0,0.54,0.22,normal
S160_YEAST,0.46,0.49,0.55,0.18,0.5,0.0,0.56,0.22,normal
DHSA_YEAST,0.56,0.65,0.49,0.56,0.5,0.0,0.49,0.22,normal
DHSB_YEAST,0.53,0.51,0.55,0.57,0.5,0.0,0.46,0.22,normal
SDH3_YEAST,0.54,0.64,0.4,0.56,0.5,0.0,0.51,0.22,normal
SDH4_YEAST,0.47,0.58,0.47,0.52,0.5,0.0,0.54,0.22,normal
SDHL_YEAST,0.46,0.42,0.51,0.16,0.5,0.0,0.56,0.22,normal
SEC1_YEAST,0.6,0.51,0.49,0.18,0.5,0.0,0.53,0.38,normal
SC13_YEAST,0.49,0.38,0.56,0.09,0.5,0.0,0.46,0.22,normal
SC14_YEAST,0.38,0.4,0.53,0.12,0.5,0.0,0.55,0.22,normal
SC15_YEAST,0.55,0.55,0.52,0.13,0.5,0.0,0.53,0.25,normal
SC17_YEAST,0.46,0.44,0.58,0.17,0.5,0.0,0.55,0.22,normal
SC18_YEAST,0.34,0.46,0.52,0.19,0.5,0.0,0.53,0.26,normal
SEC2_YEAST,0.58,0.56,0.46,0.14,0.5,0.0,0.51,0.22,normal
SC21_YEAST,0.44,0.71,0.5,0.21,0.5,0.0,0.54,0.27,normal
SC23_YEAST,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22,normal
SEC4_YEAST,0.44,0.51,0.53,0.3,0.5,0.0,0.53,0.22,normal
PMM_YEAST,0.54,0.51,0.56,0.15,0.5,0.0,0.54,0.31,normal
SEC6_YEAST,0.46,0.38,0.51,0.2,0.5,0.0,0.51,0.22,normal
SC65_YEAST,0.41,0.4,0.56,0.17,0.5,0.0,0.56,0.22,normal
SC72_YEAST,0.59,0.55,0.57,0.18,0.5,0.0,0.51,0.22,normal
SEC8_YEAST,0.48,0.51,0.5,0.24,0.5,0.0,0.54,0.38,normal
SEC9_YEAST,0.39,0.3,0.63,0.2,0.5,0.0,0.43,0.47,normal
TRAM_YEAST,0.47,0.52,0.54,0.25,0.5,0.0,0.54,0.29,normal
SEN1_YEAST,0.47,0.37,0.46,0.28,0.5,0.0,0.52,0.99,normal
SEN2_YEAST,0.48,0.5,0.47,0.29,0.5,0.0,0.46,0.27,normal
SYSC_YEAST,0.3,0.33,0.55,0.12,0.5,0.0,0.53,0.38,normal
SFL1_YEAST,0.49,0.49,0.52,0.18,0.5,0.0,0.51,0.25,normal
SFP1_YEAST,0.54,0.59,0.57,0.34,0.5,0.0,0.49,0.22,normal
SHM1_YEAST,0.56,0.59,0.45,0.15,0.5,0.0,0.54,0.22,normal
GLYM_YEAST,0.47,0.56,0.53,0.44,0.5,0.0,0.53,0.22,normal
GLYC_YEAST,0.53,0.49,0.47,0.21,0.5,0.0,0.53,0.22,normal
SIC1_YEAST,0.42,0.43,0.67,0.7,0.5,0.0,0.42,0.25,normal
NOT4_YEAST,0.47,0.44,0.53,0.18,0.5,0.0,0.47,0.29,normal
SIN3_YEAST,0.4,0.49,0.53,0.23,0.5,0.0,0.44,0.26,normal
SIN4_YEAST,0.45,0.65,0.51,0.17,0.5,0.0,0.49,0.22,normal
SIP2_YEAST,0.42,0.42,0.55,0.31,0.5,0.0,0.43,0.22,normal
SIR1_YEAST,0.45,0.41,0.53,0.49,0.5,0.0,0.49,0.31,normal
SIR2_YEAST,0.42,0.28,0.49,0.22,0.5,0.0,0.55,0.34,normal
SIR3_YEAST,0.47,0.5,0.47,0.22,0.5,0.0,0.53,0.45,normal
SIR4_YEAST,0.33,0.42,0.55,0.23,0.5,0.0,0.52,0.43,normal
SIS1_YEAST,0.56,0.55,0.57,0.15,0.5,0.0,0.54,0.25,normal
SIS2_YEAST,0.37,0.47,0.49,0.12,0.5,0.0,0.47,0.31,normal
SKI3_YEAST,0.32,0.6,0.48,0.13,0.5,0.0,0.53,0.22,normal
SKN7_YEAST,0.46,0.56,0.56,0.25,0.5,0.0,0.43,0.22,normal
SKO1_YEAST,0.47,0.55,0.57,0.17,0.5,0.0,0.52,0.66,normal
SLA1_YEAST,0.37,0.55,0.52,0.13,0.5,0.0,0.42,0.8,normal
SLU7_YEAST,0.19,0.16,0.68,0.36,0.5,0.0,0.49,0.21,normal
SLY1_YEAST,0.64,0.31,0.53,0.15,0.5,0.0,0.53,0.31,normal
SMC1_YEAST,0.47,0.56,0.51,0.2,0.5,0.0,0.52,0.59,normal
SMC2_YEAST,0.4,0.75,0.44,0.12,0.5,0.0,0.49,0.22,normal
SMD1_YEAST,0.48,0.55,0.58,0.18,0.5,0.0,0.38,0.69,normal
SMF1_YEAST,0.57,0.51,0.34,0.13,0.5,0.0,0.53,0.27,normal
SMF2_YEAST,0.23,0.37,0.32,0.13,0.5,0.0,0.53,0.22,normal
SMY1_YEAST,0.54,0.5,0.51,0.26,0.5,0.0,0.52,0.22,normal
SMY2_YEAST,0.6,0.64,0.56,0.36,0.5,0.0,0.46,0.27,normal
SNF1_YEAST,0.39,0.45,0.51,0.29,0.5,0.0,0.54,0.22,normal
SNF2_YEAST,0.33,0.47,0.55,0.24,0.5,0.0,0.45,0.67,normal
SNF4_YEAST,0.43,0.47,0.47,0.18,0.5,0.0,0.47,0.22,normal
SNF5_YEAST,0.66,0.43,0.57,0.6,0.5,0.0,0.19,0.33,normal
SNF6_YEAST,0.55,0.4,0.62,0.22,0.5,0.0,0.37,0.28,normal
RU17_YEAST,0.33,0.46,0.6,0.18,0.5,0.0,0.51,0.26,normal
SNP2_YEAST,0.51,0.5,0.54,0.11,0.5,0.0,0.6,0.22,normal
YBC6_YEAST,0.54,0.6,0.57,0.17,0.5,0.0,0.44,0.22,normal
SODC_YEAST,0.55,0.57,0.51,0.07,0.5,0.0,0.55,0.22,normal
SODM_YEAST,0.54,0.47,0.58,0.4,0.5,0.0,0.46,0.27,normal
SOF1_YEAST,0.36,0.32,0.55,0.27,0.5,0.0,0.47,0.43,normal
SOK1_YEAST,0.46,0.41,0.45,0.23,0.5,0.0,0.48,0.22,normal
SON1_YEAST,0.4,0.39,0.6,0.23,0.5,0.0,0.52,0.31,normal
RL35_YEAST,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,normal
RL35_YEAST,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,normal
SPA2_YEAST,0.5,0.45,0.51,0.19,0.5,0.0,0.53,0.25,normal
SPB4_YEAST,0.57,0.55,0.51,0.18,0.5,0.0,0.51,0.43,normal
SPK1_YEAST,0.44,0.43,0.46,0.28,0.5,0.0,0.45,0.29,normal
SP11_YEAST,0.46,0.5,0.5,0.28,0.5,0.0,0.5,0.37,normal
SX18_YEAST,0.38,0.58,0.46,0.21,0.5,0.0,0.52,0.22,normal
SP10_YEAST,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44,normal
SP14_YEAST,0.52,0.45,0.45,0.13,0.5,0.0,0.48,0.22,normal
TF2D_YEAST,0.37,0.29,0.45,0.15,0.5,0.0,0.49,0.22,normal
SPT2_YEAST,0.37,0.48,0.67,0.37,0.5,0.0,0.56,0.62,normal
SP21_YEAST,0.44,0.59,0.54,0.18,0.5,0.0,0.49,0.22,normal
SP23_YEAST,0.48,0.65,0.36,0.24,0.5,0.0,0.54,0.31,normal
SPT3_YEAST,0.59,0.49,0.45,0.22,0.5,0.0,0.45,0.31,normal
SPT4_YEAST,0.73,0.52,0.59,0.25,0.5,0.0,0.51,0.22,normal
SPT5_YEAST,0.5,0.43,0.5,0.17,0.5,0.0,0.46,0.47,normal
SPT6_YEAST,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51,normal
SPT7_YEAST,0.49,0.6,0.54,0.35,0.5,0.0,0.53,0.46,normal
SPT8_YEAST,0.52,0.31,0.56,0.16,0.5,0.0,0.55,0.22,normal
SRB2_YEAST,0.49,0.48,0.51,0.21,0.5,0.0,0.53,0.22,normal
SRB4_YEAST,0.49,0.6,0.42,0.18,0.5,0.0,0.58,0.28,normal
SRB5_YEAST,0.6,0.62,0.54,0.11,0.5,0.0,0.51,0.22,normal
SRB6_YEAST,0.55,0.47,0.53,0.2,0.5,0.0,0.4,0.22,normal
SCA1_YEAST,0.47,0.32,0.51,0.24,0.5,0.0,0.54,0.27,normal
SRD1_YEAST,0.53,0.25,0.59,0.27,0.5,0.0,0.45,0.26,normal
RCC_YEAST,0.31,0.5,0.54,0.32,0.5,0.0,0.53,0.31,normal
SRPI_YEAST,0.25,0.33,0.48,0.18,0.5,0.0,0.42,0.33,normal
