buying,maint,doors,persons, lug_boot,safety,class
low,low,3,2,small,med,normal
low,low,3,2,small,high,normal
low,low,3,2,med,low,normal
low,low,3,2,med,med,normal
low,low,3,2,med,high,normal
low,low,3,2,big,low,normal
low,low,3,2,big,med,normal
low,low,3,2,big,high,normal
low,low,3,4,small,low,normal
low,low,3,4,small,med,normal
low,low,3,4,small,high,anomaly
low,low,3,4,med,low,normal
low,low,3,4,med,med,normal
low,low,3,4,med,high,anomaly
low,low,3,4,big,low,normal
low,low,3,4,big,med,anomaly
low,low,3,4,big,high,anomaly
low,low,3,more,small,low,normal
low,low,3,more,small,med,normal
low,low,3,more,small,high,anomaly
low,low,3,more,med,low,normal
low,low,3,more,med,med,anomaly
low,low,3,more,med,high,anomaly
low,low,3,more,big,low,normal
low,low,3,more,big,med,anomaly
low,low,3,more,big,high,anomaly
low,low,4,2,small,low,normal
low,low,4,2,small,med,normal
low,low,4,2,small,high,normal
low,low,4,2,med,low,normal
low,low,4,2,med,med,normal
low,low,4,2,med,high,normal
low,low,4,2,big,low,normal
low,low,4,2,big,med,normal
low,low,4,2,big,high,normal
low,low,4,4,small,low,normal
low,low,4,4,small,med,normal
low,low,4,4,small,high,anomaly
low,low,4,4,med,low,normal
low,low,4,4,med,med,anomaly
low,low,4,4,med,high,anomaly
low,low,4,4,big,low,normal
low,low,4,4,big,med,anomaly
low,low,4,4,big,high,anomaly
low,low,4,more,small,low,normal
low,low,4,more,small,med,normal
low,low,4,more,small,high,anomaly
low,low,4,more,med,low,normal
low,low,4,more,med,med,anomaly
low,low,4,more,med,high,anomaly
low,low,4,more,big,low,normal
low,low,4,more,big,med,anomaly
low,low,4,more,big,high,anomaly
low,low,5more,2,small,low,normal
low,low,5more,2,small,med,normal
low,low,5more,2,small,high,normal
low,low,5more,2,med,low,normal
low,low,5more,2,med,med,normal
low,low,5more,2,med,high,normal
low,low,5more,2,big,low,normal
low,low,5more,2,big,med,normal
low,low,5more,2,big,high,normal
low,low,5more,4,small,low,normal
low,low,5more,4,small,med,normal
low,low,5more,4,small,high,anomaly
low,low,5more,4,med,low,normal
low,low,5more,4,med,med,anomaly
low,low,5more,4,med,high,anomaly
low,low,5more,4,big,low,normal
low,low,5more,4,big,med,anomaly
low,low,5more,4,big,high,anomaly
low,low,5more,more,small,low,normal
low,low,5more,more,small,med,normal
low,low,5more,more,small,high,anomaly
low,low,5more,more,med,low,normal
low,low,5more,more,med,med,anomaly
low,low,5more,more,med,high,anomaly
low,low,5more,more,big,low,normal
low,low,5more,more,big,med,anomaly
low,low,5more,more,big,high,anomaly
